name,Farmers Fridge,University of Illinois at Chicago - Student Center West,600 W Chicago,Chase Tower,7-Eleven @ Kingsbury and Ontario ,Feinberg Pavilion - Northwestern Medicine,Chicago Midway Airport - Ticketing Employee Lounge,DeVry Chicago Campus (Students/Staff Only),525 W Monroe,200 W Jackson (Tenants Only),Allstate HQ (Tenants Only),CVS @ 137 State,West Suburban Medical Center,Merchandise Mart,American Airlines Lounge (Employees Only),Medical College of Wisconsin,100 E Wisconsin,O'Hare 3H Left,CME Center,Illinois Center,Schlitz Park Rivercenter,US Foods (Employees Only),North Park University,Epic Burger West Loop,University of Wisconsin-Milwaukee EMS Building,311 S Wacker (Tenants Only),MacNeal Hospital,General Growth Properties HQ (Employees Only),University of Illinois at Chicago - College of Medicine ,Prentice Women`s Hospital - Northwestern Medicine,DePaul University - Schmitt Academic Center,University of Illinois at Chicago - Behavioral Sciences,CNA Center (Employees Only),University of Illinois at Chicago - Richard J Daley Library (Students/Staff Only),Chicago Midway Airport - Southwest Employee Lounge,Schaumburg Towers,Loyola Medical Center,7-Eleven @ Jackson and Desplaines,Walgreens Corporate Office (Employees Only),Skokie Hospital / Northshore ,DeVry Addison (Students/Staff Only),CVS @ 344 Hubbard,REI Building ,Peggy Notebaert Nature Museum,MillerCoors HQ,Good Samaritan Hospital,Moraine Valley Community College: Police Academy- Building B,O'Hare Terminal 2 - Gate F6,Good Shepherd Hospital
Epic Burger West Loop,1.7815695158422094,2.8700515253815104,2.0209722889038075,130.66651971274516,1.5437767471060164,2.395271325054085,13.09784287915118,8.087933646236754,0.15325973421878464,0.6270442529154694,30.65399586570585,1.1962146791882524,11.202533101357538,1.1000725271305385,24.642857231046985,1.9409207194792828,130.78078220501774,24.53830139794883,0.4005989086730158,1.7531755116069523,132.09891806474306,21.60703517519811,1.9409207194792828,0.0,134.5211072183856,0.5293961294347472,13.170055310393511,0.5947013563475871,2.8040946018416957,2.540825885573286,5.069407663166096,1.1416678425704616,1.3587907567153679,1.1171096995593708,13.09784287915118,38.00863970925274,16.15147373504644,0.24326218991908202,35.39004840727446,21.375029263433678,33.74946190014712,1.2445105388719617,3.204789948437013,5.268978899474748,0.3874111757948619,1.9409207194792828,1.9409207194792828,24.26788509139195,56.268503393639975
University of Wisconsin-Milwaukee EMS Building,133.66944402095044,135.0753433086591,132.50024959633265,4.630472533385321,133.00308633186168,133.122729453301,143.6476526440374,127.0635286175583,134.46619341538212,134.72370006631598,108.87746081302122,134.6839838987613,132.01234799893965,133.64216499813094,122.0238949898144,132.58505206679882,4.535267805059453,122.47987829802949,134.37185147773812,133.85444055856922,3.4089613974295134,120.90668797975914,132.58505206679882,134.5211072183856,0.0,134.81835788681977,137.2649406466204,134.1027592683171,135.14149020891514,132.93944735951126,129.46559308007,135.0381048839813,134.95866044556357,135.25752692903384,143.6476526440374,115.3107969169072,135.2017051107278,134.67864939334487,102.80885416577757,113.95810104927105,125.837820184901,133.40284799267528,131.3178339107904,129.37990209001276,134.69921200074913,132.58505206679882,132.58505206679882,122.50597322012949,100.61680186508634
311 S Wacker (Tenants Only),2.309301851100505,3.2681974624448236,2.354648668577849,130.97220390558923,1.8218310926854198,2.2712329674110996,13.23350412977673,8.532742969587815,0.4592262295381018,0.1821932209105578,31.128747448634407,0.7600266867974786,11.704961959292769,1.1976380446611514,25.17216711190159,2.253021426074008,131.0864590733856,25.067697512771034,0.4513079729532244,1.5285360634049325,132.40400768264394,22.130536936950424,2.253021426074008,0.5293961294347472,134.81835788681977,0.0,13.559822643120814,0.7157403413338684,3.1930669277742854,2.439063193544375,5.41299261242889,1.474393782922288,0.860572768563889,1.3534331824873247,13.23350412977673,38.53702453319671,16.597737152667246,0.6393349222099997,35.83443154365029,21.77503983926289,34.267318468999925,1.419818855764997,3.5406459337800666,5.486565373609638,0.15172057251197793,2.253021426074008,2.253021426074008,24.79727771795787,56.7838220070336
MacNeal Hospital,11.821155809493087,10.300863497473228,13.66336972814644,133.18122007935338,13.767771545467614,15.345459308075169,7.440495566493681,13.84446128482025,13.320150046150403,13.726766870306747,28.893836326264115,14.319008531973582,5.531192031189308,13.98379280786544,17.8047006537663,13.747691966665869,133.29513282023663,17.48008425698715,13.561200443741996,14.881046217481677,134.62419038222663,17.03225864958036,13.747691966665869,13.170055310393511,137.2649406466204,13.559822643120814,0.0,13.658576490056948,10.37053879561069,15.429881987166215,14.529117761929173,12.085548503223967,14.385916809335011,12.234432811435074,7.440495566493681,30.567872496774932,3.9702644755175434,12.96220687187375,34.76379419214119,24.057899786112273,23.51073760102045,13.92478317056551,13.957698727545255,15.890482093913326,13.483087659080438,13.747691966665869,13.747691966665869,17.299027171272424,50.25057208481287
General Growth Properties HQ (Employees Only),2.0304857627933193,3.3781975585682495,1.651192573917395,130.25646363449465,1.1085365529846152,1.8095695103323897,13.691961957415637,7.877555247856564,0.45861990783391765,0.6436590056482892,30.50205108850987,0.9570164109473825,11.510776285534336,0.519005884464142,24.754009545204784,1.543773605182031,130.3707188082518,24.660234487828593,0.27393177555126097,1.222809040352214,131.68826855030682,21.640897867534047,1.543773605182031,0.5947013563475871,134.1027592683171,0.7157403413338684,13.658576490056948,0.0,3.320620726873101,1.9501939432936048,4.703832938604271,1.7169420890937166,1.2140751882854564,1.7109871893189852,13.691961957415637,38.09157110363171,16.5714627616942,0.8374377614731352,35.171449536772016,21.081731631747697,33.98829560054688,0.7108816001377937,2.832333016621074,4.780016744336304,0.6017205992441967,1.543773605182031,1.543773605182031,24.38762104521031,56.249173804256706
University of Illinois at Chicago - College of Medicine ,1.8726554934832107,0.10557583572561095,3.802562713743062,131.23480531852272,3.684600483481067,5.087079016183415,10.761220724414242,8.092202231989576,2.9556330047439126,3.3575033500209117,29.94227750346041,3.9505576130981384,8.81028329849153,3.7055435431294916,22.834854300579636,3.83043189655914,131.3490852362979,22.68992107007396,3.1996227044345136,4.53918701794997,132.6706141109733,20.127046515801975,3.83043189655914,2.8040946018416957,135.14149020891514,3.1930669277742854,10.37053879561069,3.320620726873101,0.0,5.200595521905418,6.1267661951529915,1.722749852229722,4.032474634847473,1.9037033406770414,10.761220724414242,36.263300304969015,13.436988605839243,2.5920895294414255,34.983943029536455,21.443917379186743,31.46939570921307,3.7040229744915574,4.625604677091765,6.922726809603416,3.1128121368914408,3.83043189655914,3.83043189655914,22.429195221720367,54.90155084341523
Prentice Women`s Hospital - Northwestern Medicine,3.6122488908378148,5.2463084023983955,2.000909478307618,129.1243206946151,1.6992894336817113,0.18870347565492043,15.635184035472752,7.744115100975783,2.395445221566787,2.268000617612986,30.339669674126217,1.9240986683668109,12.855039759123123,1.4992659586976307,25.45919953368355,1.8714745494671512,129.23853786207368,25.39866537874268,2.16083417294817,0.9875964880189608,130.55378995488604,22.119290537618593,1.8714745494671512,2.540825885573286,132.93944735951126,2.439063193544375,15.429881987166215,1.9501939432936048,5.200595521905418,0.0,4.1793409726462505,3.6646205517141897,2.1413718899794447,3.6573952687702684,15.635184035472752,38.67840082408337,18.172866269243304,2.784021832801533,34.769377185406995,20.457779013757964,35.05510407138364,1.5101395655119254,2.6237979164782548,3.649135123825286,2.410820681937491,1.8714745494671512,1.8714745494671512,25.120310510476244,56.489686889287434
DePaul University - Schmitt Academic Center,4.361297059522316,6.096401259669396,3.0600436531836923,125.60459892280402,3.5964317439849824,4.310127032555985,16.70580384405553,3.6187045757333083,5.027086015156342,5.344576329335513,26.160331958429026,5.440282570462018,10.648693410582307,4.299988296439151,21.79012610439293,3.1604061803050145,125.71886551200359,21.769810309238945,4.961684711207036,4.808594546601712,127.03738033848245,18.238233258657278,3.1604061803050145,5.069407663166096,129.46559308007,5.41299261242889,14.529117761929173,4.703832938604271,6.1267661951529915,4.1793409726462505,0.0,5.607208132780642,5.731995937841397,5.809233669075217,16.70580384405553,34.835696666664916,16.48578974975126,5.216644062317216,30.628730063734892,16.41416481118284,31.842077573659154,4.040893378777349,1.8723763068284824,1.5017116974529,5.281939867215703,3.1604061803050145,3.1604061803050145,21.486438953329362,52.394352641889014
University of Illinois at Chicago - Behavioral Sciences,1.4762164259794186,1.801860802650019,2.7395821829709126,131.16387352843503,2.411313326356957,3.526488525607373,12.001534422895826,8.258575303970778,1.2942632536957186,1.6435642860713664,30.620574082964428,2.2340897941634625,10.382065021019603,2.182242677653433,24.124724727862862,2.708455569903544,131.2781484238347,24.00134794613,1.5412454935835993,2.893146666867313,132.59762133417306,21.23296692531773,2.708455569903544,1.1416678425704616,135.0381048839813,1.474393782922288,12.085548503223967,1.7169420890937166,1.722749852229722,3.6646205517141897,5.607208132780642,0.0,2.3097816278180243,0.28320976034848167,12.001534422895826,37.52841337150145,15.150227783270287,0.9070487789986216,35.48656334516638,21.64431402540609,33.00706815018647,2.2606174983068916,3.829223143014172,6.05425620988815,1.40476452218382,2.708455569903544,2.708455569903544,23.735159469798425,55.96611483710716
CNA Center (Employees Only),3.1277191798712716,4.111218274720815,2.7602884265752414,131.12902447504624,2.1954499613095275,1.9537357494986494,13.813455701726129,9.031412451764643,1.244426620916321,0.7317545093966111,31.676293535601904,0.2923797171123847,12.559393901732154,1.4550155532686584,25.947922523710496,2.6329844846945765,131.24326173140918,25.849978026083065,1.0856059876519104,1.1556421393815073,132.55962205505116,22.85305523113151,2.6329844846945765,1.3587907567153679,134.95866044556357,0.860572768563889,14.385916809335011,1.2140751882854564,4.032474634847473,2.1413718899794447,5.731995937841397,2.3097816278180243,0.0,2.1521429075692793,13.813455701726129,39.29498463056341,17.452208747259682,1.4992028181015224,36.3010654157475,22.14558354564104,35.10584869371179,1.7202645981136393,3.8899655558607633,5.579772944104508,0.9777168849458515,2.6329844846945765,2.6329844846945765,25.578227181196336,57.46229117284323
University of Illinois at Chicago - Richard J Daley Library (Students/Staff Only),1.7485625057632357,1.9903723581561572,2.886877008669756,131.38666850652328,2.515917968288737,3.5095641117454033,11.980975327345408,8.516802238073948,1.2621872136178296,1.531709873945944,30.898148597559853,2.1083310195808944,10.624108913679727,2.2048079163545045,24.39999570011723,2.8436343761995992,131.50094179305196,24.275334563165533,1.501375495698827,2.835316043302018,132.8201932404147,21.514859090495474,2.8436343761995992,1.1171096995593708,135.25752692903384,1.3534331824873247,12.234432811435074,1.7109871893189852,1.9037033406770414,3.6573952687702684,5.809233669075217,0.28320976034848167,2.1521429075692793,0.0,11.980975327345408,37.805505549731784,15.340628508133756,0.8738733436036951,35.75620030330158,21.896526512302437,33.25807632048852,2.3142534537017387,4.006954840412414,6.202251514372128,1.310436218433839,2.8436343761995992,2.8436343761995992,24.009463320113998,56.24901530738584
Chicago Midway Airport - Southwest Employee Lounge,12.633517664449187,10.761118818665524,14.546947070656012,139.62495025440805,14.35524706184908,15.481761816531941,0.0,17.601348225314787,13.240869470897875,13.413744276300461,35.8945692821599,13.900367972914376,11.80206061969996,14.179353185418293,25.239942242519678,14.561482685737769,139.73907043287653,24.91884667041117,13.474398014393454,14.76199956091099,141.06635202723,24.256921880218385,14.561482685737769,13.09784287915118,143.6476526440374,13.23350412977673,7.440495566493681,13.691961957415637,10.761220724414242,15.635184035472752,16.70580384405553,12.001534422895826,13.813455701726129,11.980975327345408,0.0,37.95379330585671,11.140281570968224,12.854714040172198,41.62067714471924,29.804727173511004,30.42471320703874,14.260232618797104,15.37214947550851,17.65845780786015,13.238496556067528,14.561482685737769,14.561482685737769,24.735654542580058,57.677559041517966
Schaumburg Towers,36.24877381464667,36.1577421001011,36.827000484601186,110.91532860033664,37.32796028750643,38.7465619409465,37.95379330585671,31.29042990163207,38.0885797742563,38.602381327204455,15.425933067347374,39.0485739727305,27.974423758855597,38.00906974495374,13.433451883028862,36.96980127544859,111.02597981062375,13.604798015194195,38.21299988118487,38.906354183523135,112.34365578794032,16.598276159563497,36.96980127544859,38.00863970925274,115.3107969169072,38.53702453319671,30.567872496774932,38.09157110363171,36.263300304969015,38.67840082408337,34.835696666664916,37.52841337150145,39.29498463056341,37.805505549731784,37.95379330585671,0.0,26.832950426632117,37.95862335362673,18.911552687771696,24.85889965777758,10.638797481005067,37.77555752547851,36.06078396370063,36.07836986621357,38.38982730214768,36.96980127544859,36.96980127544859,13.85539138118161,19.875818672836935
Loyola Medical Center,14.600360341292353,13.351960899204396,16.26296009521211,131.06435680151205,16.474218294147885,18.118415548562126,11.140281570968224,14.957463253656716,16.293629727312307,16.749903650677417,26.42665207023179,17.340406773249903,5.969910090300931,16.818754653203808,14.453830635912842,16.368543806522403,131.17799996954201,14.08790810164482,16.52104102784928,17.770607735612753,132.5078313860261,14.37611185622499,16.368543806522403,16.15147373504644,135.2017051107278,16.597737152667246,3.9702644755175434,16.5714627616942,13.436988605839243,18.172866269243304,16.48578974975126,15.150227783270287,17.452208747259682,15.340628508133756,11.140281570968224,26.832950426632117,0.0,15.969645461875976,32.43458554531921,23.074853969113676,19.54199205216657,16.713547649420445,16.31426127050817,17.95013661937387,16.49974067409321,16.368543806522403,16.368543806522403,13.938161105531432,46.60915270881481
7-Eleven @ Jackson and Desplaines,1.7104303233401073,2.661676271155386,2.1880712583967807,130.82045108112018,1.7389672255820472,2.63794344059647,12.854714040172198,8.167297598443945,0.3912041286215285,0.7805580790972625,30.700795888034246,1.3712445426386393,11.066919860854947,1.338335332594645,24.582806136255932,2.1181302031133153,130.9347163770051,24.473903418844053,0.6361023293712711,1.9863818455594437,132.25310359108425,21.578953423940348,2.1181302031133153,0.24326218991908202,134.67864939334487,0.6393349222099997,12.96220687187375,0.8374377614731352,2.5920895294414255,2.784021832801533,5.216644062317216,0.9070487789986216,1.4992028181015224,0.8738733436036951,12.854714040172198,37.95862335362673,15.969645461875976,0.0,35.464129804081544,21.48192142707991,33.637114467715776,1.4704214482494904,3.3618774714298274,5.464523312313959,0.5301227807116639,2.1181302031133153,2.1181302031133153,24.20441967667204,56.259236947063684
Walgreens Corporate Office (Employees Only),34.01040913609744,34.89422444547516,33.544692746102676,98.64741371982676,34.10876657032539,34.914709077273706,41.62067714471924,27.302866370582244,35.395070691588536,35.808654599650204,6.093545998734335,36.009342651475116,29.81867137354827,34.84639733925059,19.552257740721778,33.66912945556417,98.7609387439355,20.018211347082172,35.39809297089668,35.436041620660355,100.09084110799412,18.099242317403192,33.66912945556417,35.39004840727446,102.80885416577757,35.83443154365029,34.76379419214119,35.171449536772016,34.983943029536455,34.769377185406995,30.628730063734892,35.48656334516638,36.3010654157475,35.75620030330158,41.62067714471924,18.911552687771696,32.43458554531921,35.464129804081544,0.0,14.560434167342173,26.630582780573256,34.581234392335006,32.41932124219596,31.231135432179965,35.68802320683175,33.66912945556417,33.66912945556417,19.9971209549934,25.93309112491854
Skokie Hospital / Northshore ,20.1914972552727,21.366804964995186,19.43152719226843,109.9891562842155,19.986179339285627,20.61454596703327,29.804727173511004,13.399275233742582,21.358282990081896,21.725370396287286,11.410090433141132,21.853628791737258,18.552359526872543,20.706183152729945,16.160900491949615,19.545030364238166,110.1033938594949,16.49621426822337,21.327101094072006,21.197764847263173,111.42813627135749,12.110007528339704,19.545030364238166,21.375029263433678,113.95810104927105,21.77503983926289,24.057899786112273,21.081731631747697,21.443917379186743,20.457779013757964,16.41416481118284,21.64431402540609,22.14558354564104,21.896526512302437,29.804727173511004,24.85889965777758,23.074853969113676,21.48192142707991,14.560434167342173,0.0,27.14696379992159,20.444151156607653,18.263798338447568,16.848077532198573,21.635407263337115,19.545030364238166,19.545030364238166,16.276334486014505,38.73901217259536
DeVry Addison (Students/Staff Only),31.981525372269925,31.367485120491747,33.06623770627889,121.46082429193243,33.47409426447122,35.07346837707831,30.42471320703874,28.716618625164266,33.861683970688894,34.37550740841972,21.463717676469823,34.909290562973275,22.66151694463041,34.04778083427095,11.241438216297508,33.202369238584765,121.57181302082759,11.019376846967527,34.03904565539051,35.01768141128278,122.89154420281274,15.554630348126402,33.202369238584765,33.74946190014712,125.837820184901,34.267318468999925,23.51073760102045,33.98829560054688,31.46939570921307,35.05510407138364,31.842077573659154,33.00706815018647,35.10584869371179,33.25807632048852,30.42471320703874,10.638797481005067,19.54199205216657,33.637114467715776,26.630582780573256,27.14696379992159,0.0,33.857466503002094,32.59210852613332,33.27950511154785,34.13523018431777,33.202369238584765,33.202369238584765,11.288529322207664,29.558986779646062
CVS @ 344 Hubbard,2.119562699428491,3.745690714978185,1.0419807943873427,129.55912162513334,0.47875440516079776,1.4211677350126806,14.260232618797104,7.3140704486162145,1.137353765569292,1.321596803134609,29.96425794554417,1.4292687453849495,11.497509673414724,0.26525022969684875,24.47481901576072,0.9127886925977974,129.6733741779888,24.393278992389657,0.9847966705086212,1.1613132119529568,130.99073277383826,21.28044276946426,0.9127886925977974,1.2445105388719617,133.40284799267528,1.419818855764997,13.92478317056551,0.7108816001377937,3.7040229744915574,1.5101395655119254,4.040893378777349,2.2606174983068916,1.7202645981136393,2.3142534537017387,14.260232618797104,37.77555752547851,16.713547649420445,1.4704214482494904,34.581234392335006,20.444151156607653,33.857466503002094,0.0,2.1803843971763297,4.069364014253013,1.3123047277860747,0.9127886925977974,0.9127886925977974,24.118360748579303,55.8253129022163
REI Building ,2.761561469404038,4.61737678150402,1.188399865532944,127.46193007930695,1.7265752511626231,2.70849442530239,15.37214947550851,5.203993004766745,3.157488846638682,3.4740612294524427,27.856715632042537,3.5975903321577696,10.712209102900998,2.442911916641563,22.86501461377629,1.2885642111556475,127.57619313069272,22.812509224741994,3.089340205101067,3.0538023046286895,128.89438068397422,19.49660376528333,1.2885642111556475,3.204789948437013,131.3178339107904,3.5406459337800666,13.957698727545255,2.832333016621074,4.625604677091765,2.6237979164782548,1.8723763068284824,3.829223143014172,3.8899655558607633,4.006954840412414,15.37214947550851,36.06078396370063,16.31426127050817,3.3618774714298274,32.41932124219596,18.263798338447568,32.59210852613332,2.1803843971763297,0.0,2.29863928437723,3.4097013555919307,1.2885642111556475,1.2885642111556475,22.5329336722494,53.88657324151489
Peggy Notebaert Nature Museum,5.060180056396227,6.912548359555385,3.316451575114651,125.54925387058547,3.726499168302005,3.819185794093938,17.65845780786015,4.7883278083483996,5.186140007608186,5.374348229932881,26.959337579589214,5.30408813562533,12.13772729990437,4.291581247603228,23.124765603392664,3.360608359683699,125.66349100338671,23.118460464644556,5.053776784597912,4.4960943263102955,126.97985003491938,19.484340571741843,3.360608359683699,5.268978899474748,129.37990209001276,5.486565373609638,15.890482093913326,4.780016744336304,6.922726809603416,3.649135123825286,1.5017116974529,6.05425620988815,5.579772944104508,6.202251514372128,17.65845780786015,36.07836986621357,17.95013661937387,5.464523312313959,31.231135432179965,16.848077532198573,33.27950511154785,4.069364014253013,2.29863928437723,0.0,5.381637652806758,3.360608359683699,3.360608359683699,22.83390272348852,53.42302663219912
MillerCoors HQ,2.1688574314479894,3.184910796325865,2.2221108417765256,130.8512578457162,1.697225560308563,2.248842862275366,13.238496556067528,8.385836206622647,0.3075975937344596,0.25070352817743136,30.97871312820381,0.8417464703069911,11.581732337988946,1.1041469415816323,25.026726134540407,2.1239911947766763,130.96551466876986,24.92306444374208,0.32856850484434824,1.5331034810247766,132.28318889228927,21.980722566923163,2.1239911947766763,0.3874111757948619,134.69921200074913,0.15172057251197793,13.483087659080438,0.6017205992441967,3.1128121368914408,2.410820681937491,5.281939867215703,1.40476452218382,0.9777168849458515,1.310436218433839,13.238496556067528,38.38982730214768,16.49974067409321,0.5301227807116639,35.68802320683175,21.635407263337115,34.13523018431777,1.3123047277860747,3.4097013555919307,5.381637652806758,0.0,2.1239911947766763,2.1239911947766763,24.652470071607272,56.63253660346417
Good Samaritan Hospital,2.008344801519196,3.8478409861478666,0.14283547548409162,128.73351330646108,0.4415654144844371,1.872872010155923,14.561482685737769,6.402564262795383,1.8811473043142308,2.1858250160940664,29.0549021528452,2.3420550470335075,10.990041715102635,1.1780230149072541,23.699180078467702,0.0,128.84777295671321,23.626986532511527,1.8017725735570447,1.944319865793824,130.16567254463644,20.449694254567248,0.0,1.9409207194792828,132.58505206679882,2.253021426074008,13.747691966665869,1.543773605182031,3.83043189655914,1.8714745494671512,3.1604061803050145,2.708455569903544,2.6329844846945765,2.8436343761995992,14.561482685737769,36.96980127544859,16.368543806522403,2.1181302031133153,33.66912945556417,19.545030364238166,33.202369238584765,0.9127886925977974,1.2885642111556475,3.360608359683699,2.1239911947766763,0.0,0.0,23.350434646589207,54.95449201413223
Moraine Valley Community College: Police Academy- Building B,2.008344801519196,3.8478409861478666,0.14283547548409162,128.73351330646108,0.4415654144844371,1.872872010155923,14.561482685737769,6.402564262795383,1.8811473043142308,2.1858250160940664,29.0549021528452,2.3420550470335075,10.990041715102635,1.1780230149072541,23.699180078467702,0.0,128.84777295671321,23.626986532511527,1.8017725735570447,1.944319865793824,130.16567254463644,20.449694254567248,0.0,1.9409207194792828,132.58505206679882,2.253021426074008,13.747691966665869,1.543773605182031,3.83043189655914,1.8714745494671512,3.1604061803050145,2.708455569903544,2.6329844846945765,2.8436343761995992,14.561482685737769,36.96980127544859,16.368543806522403,2.1181302031133153,33.66912945556417,19.545030364238166,33.202369238584765,0.9127886925977974,1.2885642111556475,3.360608359683699,2.1239911947766763,0.0,0.0,23.350434646589207,54.95449201413223
O'Hare Terminal 2 - Gate F6,22.494800127052933,22.32362337391143,23.2084472718484,118.27991525260043,23.68564733544644,25.17232884830136,24.735654542580058,18.09665135554609,24.35545205688339,24.87253794314925,13.94415430987921,25.342223068302722,14.153566348575222,24.3416341534068,0.5172026945205584,23.350434646589207,118.39290846029816,0.2867941586989645,24.492823397744896,25.266242381400165,119.72204643731753,4.297362690887481,23.350434646589207,24.26788509139195,122.50597322012949,24.79727771795787,17.299027171272424,24.38762104521031,22.429195221720367,25.120310510476244,21.486438953329362,23.735159469798425,25.578227181196336,24.009463320113998,24.735654542580058,13.85539138118161,13.938161105531432,24.20441967667204,19.9971209549934,16.276334486014505,11.288529322207664,24.118360748579303,22.5329336722494,22.83390272348852,24.652470071607272,23.350434646589207,23.350434646589207,0.0,33.09142778078711
Good Shepherd Hospital,54.58171022528926,54.79755639599667,54.8136253426462,96.07294378819012,55.35427675963326,56.58955483853671,57.677559041517966,48.77709868779107,56.325110648292174,56.81958994758522,27.329741550003053,57.19270642744499,47.15494943243209,56.07762137056385,32.61007339861554,54.95449201413223,96.17903997271381,32.879621488698646,56.411192444291714,56.890115034788955,97.46331920604456,34.776360549871995,54.95449201413223,56.268503393639975,100.61680186508634,56.7838220070336,50.25057208481287,56.249173804256706,54.90155084341523,56.489686889287434,52.394352641889014,55.96611483710716,57.46229117284323,56.24901530738584,57.677559041517966,19.875818672836935,46.60915270881481,56.259236947063684,25.93309112491854,38.73901217259536,29.558986779646062,55.8253129022163,53.88657324151489,53.42302663219912,56.63253660346417,54.95449201413223,54.95449201413223,33.09142778078711,0.0
